Iteration	Posterior	Likelihood	Prior	beta	branchGC[1]	branchGC[2]	branchGC[3]	branchGC[4]	branchGC[5]	branchGC[6]	branchGC[7]	branchGC[8]	branchGC[9]	branchGC[10]	branchGC[11]	branchGC[12]	branchGC[13]	branchGC[14]	branchGC[15]	branchGC[16]	branchGC[17]	branchGC[18]	branchGC[19]	branchGC[20]	branchGC[21]	branchGC[22]	branchGC[23]	branchGC[24]	branchGC[25]	branchGC[26]	branchGC[27]	branchGC[28]	branchGC[29]	branchGC[30]	branchGC[31]	branchGC[32]	branchGC[33]	branchGC[34]	branchGC[35]	branchGC[36]	branchGC[37]	branchGC[38]	branchGC[39]	branchGC[40]	branchGC[41]	branchGC[42]	branchGC[43]	branchGC[44]	branchGC[45]	branchGC[46]	branchGC[47]	branchGC[48]	branchGC[49]	branchGC[50]	branchGC[51]	branchGC[52]	branchGC[53]	branchGC[54]	branchGC[55]	branchGC[56]	branchGC[57]	branchGC[58]	branchGC[59]	branchGC[60]	branchGC[61]	branchGC[62]	branchGC[63]	branchGC[64]	freqA	freqC	freqG	freqT	kappa	nodeGC[1]	nodeGC[2]	nodeGC[3]	nodeGC[4]	nodeGC[5]	nodeGC[6]	nodeGC[7]	nodeGC[8]	nodeGC[9]	nodeGC[10]	nodeGC[11]	nodeGC[12]	nodeGC[13]	nodeGC[14]	nodeGC[15]	nodeGC[16]	nodeGC[17]	nodeGC[18]	nodeGC[19]	nodeGC[20]	nodeGC[21]	nodeGC[22]	nodeGC[23]	nodeGC[24]	nodeGC[25]	nodeGC[26]	nodeGC[27]	nodeGC[28]	nodeGC[29]	nodeGC[30]	nodeGC[31]	nodeGC[32]	nodeGC[33]	nodeGC[34]	nodeGC[35]	nodeGC[36]	nodeGC[37]	nodeGC[38]	nodeGC[39]	nodeGC[40]	nodeGC[41]	nodeGC[42]	nodeGC[43]	nodeGC[44]	nodeGC[45]	nodeGC[46]	nodeGC[47]	nodeGC[48]	nodeGC[49]	nodeGC[50]	nodeGC[51]	nodeGC[52]	nodeGC[53]	nodeGC[54]	nodeGC[55]	nodeGC[56]	nodeGC[57]	nodeGC[58]	nodeGC[59]	nodeGC[60]	nodeGC[61]	nodeGC[62]	nodeGC[63]	nodeGC[64]	nodeGC[65]	nodeLogitGC[34]	nodeLogitGC[35]	nodeLogitGC[36]	nodeLogitGC[37]	nodeLogitGC[38]	nodeLogitGC[39]	nodeLogitGC[40]	nodeLogitGC[41]	nodeLogitGC[42]	nodeLogitGC[43]	nodeLogitGC[44]	nodeLogitGC[45]	nodeLogitGC[46]	nodeLogitGC[47]	nodeLogitGC[48]	nodeLogitGC[49]	nodeLogitGC[50]	nodeLogitGC[51]	nodeLogitGC[52]	nodeLogitGC[53]	nodeLogitGC[54]	nodeLogitGC[55]	nodeLogitGC[56]	nodeLogitGC[57]	nodeLogitGC[58]	nodeLogitGC[59]	nodeLogitGC[60]	nodeLogitGC[61]	nodeLogitGC[62]	nodeLogitGC[63]	nodeLogitGC[64]	nodeLogitGC[65]	nodelogT[34]	nodelogT[35]	nodelogT[36]	nodelogT[37]	nodelogT[38]	nodelogT[39]	nodelogT[40]	nodelogT[41]	nodelogT[42]	nodelogT[43]	nodelogT[44]	nodelogT[45]	nodelogT[46]	nodelogT[47]	nodelogT[48]	nodelogT[49]	nodelogT[50]	nodelogT[51]	nodelogT[52]	nodelogT[53]	nodelogT[54]	nodelogT[55]	nodelogT[56]	nodelogT[57]	nodelogT[58]	nodelogT[59]	nodelogT[60]	nodelogT[61]	nodelogT[62]	nodelogT[63]	nodelogT[64]	nodelogT[65]	rootFreq[1]	rootFreq[2]	rootFreq[3]	rootFreq[4]	sigma_GC	sigma_T
12680	-32502.34	-32476.56	-25.78018	1.208649	0.7687391	0.8000143	0.8050633	0.8323339	0.5900476	0.5583506	0.561267	0.568526	0.7599051	0.6126543	0.6148123	0.6913512	0.5358883	0.5481173	0.5569314	0.5751859	0.698897	0.6510159	0.6581514	0.7647194	0.753175	0.5552308	0.5525608	0.7381413	0.7944945	0.795037	0.7908349	0.6820883	0.6692463	0.7277948	0.7239038	0.7472992	0.7508997	0.7154657	0.6978023	0.8138921	0.6976174	0.8074311	0.7496929	0.7028482	0.7123933	0.7648256	0.5681418	0.7190421	0.7922436	0.6519524	0.6597977	0.5487146	0.5631614	0.526718	0.5719354	0.6057931	0.7019246	0.6153505	0.6306119	0.5649406	0.7100416	0.5886386	0.6432607	0.6825956	0.7524856	0.738	0.7058348	0.7666422	0.0846329	0.4153671	0.4153671	0.0846329	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6421114	0.6067845	0.78882	0.5562705	0.8389642	0.7425779	0.7568078	0.6488885	0.7758981	0.4519525	0.6843311	0.7537531	0.6110108	0.692894	0.4707278	0.6267013	0.4091866	0.6442493	0.4996215	0.7119647	0.5388166	0.6918844	0.42698	0.7029013	0.4600953	0.7171819	0.5693395	0.7958518	0.7668806	0.7091193	0.7025502	0.8307342	0.5845399	0.4338161	1.317827	0.2260397	1.650541	1.059411	1.135257	0.6141572	1.24192	-0.1927848	0.7737478	1.11873	0.4515632	0.8136843	-0.1172227	0.5180911	-0.367329	0.5938557	-0.001514076	0.9049455	0.1555796	0.8089437	-0.2941836	0.8611519	-0.1599591	0.9305255	0.2791567	1.360567	1.19078	0.8911108	0.8594712	1.59084	3.498286	3.332729	4.07799	3.222186	4.350212	3.971909	4.067515	3.779825	4.233088	2.260153	3.668397	3.956958	3.367229	3.621847	2.793475	3.3423	2.564758	3.427762	2.957298	3.821838	3.616494	3.804761	2.986114	3.88944	3.025407	4.024426	3.381287	4.204432	4.297012	3.784764	3.799575	4.332371	0.0846329	0.415367	0.415367	0.0846329	0.538238	1.682871
12690	-32510.13	-32472.2	-37.93022	1.208649	0.7775497	0.8058173	0.8108663	0.8236585	0.5884882	0.5567912	0.5627563	0.5700153	0.761058	0.6206356	0.6227936	0.7098535	0.5376395	0.5498685	0.564187	0.5824415	0.6875646	0.6508702	0.6580057	0.777133	0.7589357	0.5675341	0.5648641	0.7426046	0.7951449	0.7956874	0.7944396	0.6874829	0.6746409	0.7260028	0.7221118	0.7613176	0.7649181	0.7220155	0.6885418	0.8060159	0.7026043	0.8028146	0.753948	0.7109162	0.7126479	0.766168	0.5862059	0.730354	0.8009396	0.6404743	0.6556258	0.5631307	0.5598856	0.5469715	0.5800015	0.6077705	0.7180183	0.6270118	0.6235659	0.5675828	0.7124646	0.5883493	0.6338047	0.6631942	0.7442929	0.7442857	0.7151281	0.7785976	0.08148812	0.4185119	0.4185119	0.08148812	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6701481	0.6032006	0.773883	0.5670597	0.8381488	0.7438789	0.7640172	0.6578153	0.7674805	0.4765592	0.6958525	0.7648554	0.6107193	0.6702292	0.485239	0.6410223	0.412689	0.6812541	0.478749	0.7367921	0.5547791	0.6992445	0.4299587	0.705207	0.4569765	0.7197222	0.5478873	0.778501	0.7784866	0.7100848	0.7201713	0.8370238	0.708855	0.4188188	1.230368	0.2698649	1.644518	1.066228	1.174831	0.6535734	1.194139	-0.09383187	0.8276249	1.179486	0.450337	0.7092219	-0.05906101	0.579804	-0.3528602	0.759541	-0.08505533	1.029361	0.2199995	0.8437027	-0.2820197	0.8722178	-0.1725207	0.9430839	0.1921381	1.256952	1.256869	0.8957961	0.9453117	1.636248	3.663384	3.308107	3.843342	3.363644	4.350212	3.990606	4.115471	3.676785	4.239436	2.47624	3.609908	4.102365	3.466552	3.62521	2.982152	3.384405	2.564758	3.533237	2.957298	4.018281	3.648347	3.817056	2.890617	3.893078	2.939172	3.822304	3.327946	4.137359	4.348747	3.788824	3.946722	4.336515	0.0814881	0.418512	0.418512	0.0814881	0.7382773	1.582797
12700	-32505.99	-32472.52	-33.4672	1.137365	0.7794306	0.798727	0.803776	0.8245837	0.5786315	0.5469345	0.5505946	0.5578536	0.7499512	0.6232406	0.6253986	0.7106181	0.5296116	0.5418406	0.5665706	0.5848251	0.6749291	0.6329747	0.6401102	0.772842	0.7634111	0.5578633	0.5551933	0.742984	0.7939062	0.7944487	0.8005712	0.6941446	0.6813026	0.7291078	0.7252168	0.7703766	0.7739771	0.7316622	0.6922344	0.8038296	0.706492	0.7975074	0.758841	0.7174272	0.7104939	0.7726879	0.5810105	0.7438826	0.8053641	0.6099433	0.6356771	0.5582012	0.5479432	0.5397082	0.5761368	0.5988501	0.7176776	0.6335672	0.6316225	0.5443143	0.6975589	0.5746937	0.6341121	0.6682256	0.7409426	0.7329199	0.7127335	0.7758497	0.08611688	0.4138831	0.4138831	0.08611688	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6882662	0.6094106	0.7750583	0.5803832	0.8326009	0.7414015	0.7762804	0.6585739	0.7624139	0.4572177	0.7048033	0.782962	0.5749285	0.6449581	0.4900063	0.626396	0.3966332	0.6827832	0.4694903	0.7282099	0.5599892	0.7071452	0.4056352	0.6829934	0.4372629	0.7121245	0.5560998	0.7803515	0.764306	0.7015338	0.7239331	0.8277662	0.792026	0.4448353	1.237097	0.3243465	1.604174	1.053266	1.24412	0.6569456	1.16596	-0.1715488	0.8702767	1.283012	0.3019881	0.5969496	-0.03998018	0.5167864	-0.4195135	0.7665921	-0.1221905	0.9855593	0.2411183	0.8815592	-0.382039	0.7675626	-0.2522778	0.9057246	0.2253479	1.267716	1.176434	0.8546122	0.964056	1.569878	4.003279	3.39608	4.278536	3.543939	4.563977	3.985941	4.22017	3.653024	4.076053	2.361982	3.683682	4.151388	3.287085	3.606823	3.064168	3.506634	2.371287	3.749849	2.953953	3.804076	3.447926	3.860772	2.575853	3.671874	3.17027	3.780978	3.218759	4.192227	4.309467	3.919635	3.946722	4.471888	0.0861169	0.413883	0.413883	0.0861169	0.6043669	1.582797
12710	-32509.42	-32480.56	-28.8606	1.134204	0.7679634	0.8062201	0.8112691	0.8182181	0.5632084	0.5315114	0.5529728	0.5602318	0.7418205	0.6313501	0.6335081	0.7069565	0.5297369	0.5419659	0.5821609	0.6004154	0.674527	0.6320293	0.6391648	0.7727303	0.7612116	0.5687527	0.5660827	0.7358976	0.7865901	0.7871326	0.8115812	0.6942979	0.6814559	0.7292192	0.7253282	0.7683261	0.7719266	0.739134	0.7018682	0.8145956	0.707889	0.7938711	0.7625348	0.7213508	0.6985276	0.7646563	0.5897004	0.7385314	0.7970918	0.6085957	0.6238595	0.5623759	0.5380086	0.5361719	0.5739561	0.6002193	0.7174791	0.6415899	0.6212885	0.5385618	0.6901329	0.5599753	0.6245696	0.6516128	0.7436126	0.7494486	0.7103019	0.759262	0.09123747	0.4087625	0.4087625	0.09123747	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6841652	0.6096335	0.7941029	0.5806897	0.8350883	0.7267692	0.7983004	0.6444012	0.752654	0.4789965	0.7004043	0.7766586	0.5730376	0.6441539	0.5211868	0.603565	0.3968838	0.67546	0.4724521	0.7279866	0.5762081	0.7069717	0.4103915	0.666732	0.4064167	0.7135338	0.5356054	0.7676202	0.7792922	0.7196049	0.7009989	0.8175251	0.7729801	0.4457717	1.349836	0.3256054	1.622127	0.9782918	1.375705	0.5945186	1.112817	-0.08406357	0.8492238	1.246299	0.2942552	0.5934394	0.08479801	0.4203417	-0.4184665	0.7329851	-0.1103031	0.9844311	0.3072264	0.8807213	-0.3623472	0.6934413	-0.3787984	0.9126092	0.1426629	1.194922	1.261547	0.9425027	0.8520589	1.499669	3.749006	3.543016	4.355112	3.377212	4.658173	4.047035	4.368914	3.657023	4.152501	2.376027	3.664607	4.17663	3.383305	3.606823	3.226002	3.310077	2.544872	3.577794	2.900071	3.804076	3.668438	3.860772	2.641228	3.625144	3.081308	3.91036	3.350601	4.19237	4.309467	3.936253	3.939087	4.406069	0.0912375	0.408763	0.408763	0.0912375	0.5763275	1.866525
12720	-32512.88	-32483.11	-29.77619	1.134204	0.7747404	0.8041357	0.8091847	0.8084185	0.5716415	0.5399445	0.5614234	0.5686824	0.7336097	0.6335329	0.6356909	0.6855853	0.5318178	0.5440468	0.5775808	0.5958353	0.6613083	0.6269513	0.6340868	0.7760748	0.7747225	0.5788988	0.5762288	0.7418476	0.7693374	0.7698799	0.7970547	0.7088119	0.6959699	0.7318049	0.7279139	0.7732855	0.776886	0.739497	0.6998574	0.8041255	0.7165294	0.7876028	0.7307556	0.7127743	0.7040829	0.7572188	0.6133573	0.7449994	0.7932811	0.5902992	0.6289777	0.5761327	0.5704848	0.5168816	0.5667242	0.6177032	0.7325811	0.6555301	0.6446899	0.5388016	0.682786	0.5692724	0.6370775	0.6534572	0.752488	0.7660393	0.735754	0.7692711	0.08800538	0.4119946	0.4119946	0.08800538	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.694084	0.6148048	0.78491	0.6097179	0.8233409	0.6922638	0.7692473	0.6563012	0.7518647	0.4992887	0.7274259	0.7625729	0.5628817	0.6177166	0.5120266	0.6402387	0.4010457	0.6327176	0.5007308	0.7346756	0.5805737	0.7304865	0.4272928	0.6503104	0.423283	0.7152617	0.5588933	0.748021	0.7751235	0.7569551	0.7145529	0.8239892	0.8192824	0.4675544	1.294513	0.4461264	1.539148	0.8107241	1.204066	0.6468541	1.108582	-0.002845216	0.9816018	1.166838	0.2528655	0.4798677	0.04811569	0.5764005	-0.40111	0.5438932	0.002923139	1.018476	0.3251291	0.9970925	-0.2929053	0.6204037	-0.3093105	0.9210779	0.236672	1.088085	1.237471	1.136058	0.9176002	1.543612	3.854452	3.383675	4.165172	3.598793	4.511948	3.736782	3.852945	3.700701	4.164172	2.489733	3.870714	4.204972	3.383305	3.601682	3.031871	3.371942	2.39156	3.431999	2.900071	3.804076	3.757241	3.800175	2.75793	3.668411	2.819079	3.91036	3.312921	3.906985	4.261373	3.903674	3.838516	4.406069	0.0880054	0.411995	0.411995	0.0880054	0.5293425	2.102232
12730	-32499.09	-32472.62	-26.47303	1.134204	0.7741884	0.8110901	0.8161391	0.8045685	0.5797316	0.5480346	0.5708694	0.5781284	0.7435092	0.6112385	0.6133965	0.6911147	0.5284369	0.5406659	0.5780429	0.5962974	0.6736218	0.6408184	0.6479539	0.7747183	0.7724008	0.5836213	0.5809513	0.7416412	0.7727956	0.7733381	0.8021347	0.7013982	0.6885562	0.7290148	0.7251238	0.7628536	0.7664541	0.730274	0.6982761	0.8077325	0.7115139	0.8044203	0.7392938	0.7176479	0.7182958	0.7751868	0.6157581	0.7462265	0.7973388	0.6164797	0.6513018	0.5866055	0.5759798	0.5190301	0.567738	0.6118311	0.7219718	0.623983	0.6281043	0.5581471	0.6863039	0.5709808	0.623363	0.6422743	0.752194	0.7765496	0.7387579	0.769228	0.08749638	0.4125036	0.4125036	0.08749638	9.074222	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6732202	0.6092245	0.7873277	0.5948904	0.8281373	0.6991802	0.7794074	0.6558884	0.7807032	0.5087336	0.7227826	0.7696703	0.5906158	0.6423436	0.5129509	0.66026	0.3942838	0.6437764	0.4916996	0.7319626	0.535985	0.711981	0.4461847	0.6701095	0.4394633	0.7024982	0.5442277	0.7403209	0.7890322	0.7640671	0.7134488	0.8250072	0.7227861	0.4440537	1.308892	0.3842196	1.572483	0.8433969	1.262217	0.6450247	1.269769	0.03493783	0.9583064	1.206451	0.3665114	0.5855507	0.0518151	0.6644532	-0.4293405	0.5917927	-0.03320459	1.004603	0.1441894	0.9050247	-0.2160981	0.7086803	-0.2433406	0.8592227	0.1773744	1.047637	1.319102	1.175108	0.9121932	1.550648	3.78011	3.64916	4.295187	3.577781	4.525899	3.874114	4.20218	3.651225	4.341234	2.433095	3.870714	4.272621	3.195874	3.510651	2.965762	3.383355	2.41151	3.419153	2.900071	3.834131	3.5627	3.913869	2.810802	3.848649	3.094541	3.897394	3.3404	4.041796	4.312861	4.19629	4.029395	4.552396	0.0874964	0.412504	0.412504	0.0874964	0.5389182	1.745474
12740	-32508.73	-32477.35	-31.37726	1.055612	0.7822153	0.8063824	0.8114314	0.8037466	0.5575208	0.5258238	0.5696579	0.5769169	0.7441704	0.5979175	0.6000755	0.6941721	0.5248529	0.5370819	0.5852103	0.6034648	0.6599423	0.6501438	0.6572793	0.7768134	0.7529162	0.5747273	0.5720573	0.7358697	0.7866488	0.7871913	0.7915874	0.7102254	0.6973834	0.7331323	0.7292413	0.7541011	0.7577016	0.7322022	0.7130744	0.8107425	0.7126703	0.7965208	0.7425997	0.701329	0.7122957	0.7729143	0.5873796	0.7246981	0.7884578	0.6121256	0.6373605	0.593511	0.5667749	0.5185035	0.5618523	0.6049831	0.7239613	0.6105564	0.6332377	0.5575968	0.6827819	0.5445868	0.6244188	0.6466914	0.7507416	0.7712113	0.7461542	0.7704178	0.09433352	0.4056665	0.4056665	0.09433352	9.297042	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6557153	0.6174596	0.8086892	0.6125449	0.8127957	0.7268866	0.7583127	0.6443454	0.780246	0.4909456	0.6838135	0.7655827	0.6092667	0.6149846	0.5272856	0.6597364	0.3871158	0.6498912	0.4738134	0.7361527	0.509343	0.7117698	0.4437618	0.6714318	0.3950416	0.694132	0.5547055	0.7386772	0.7796168	0.7628059	0.7295026	0.811333	0.6442577	0.4787793	1.441515	0.4580221	1.468279	0.9788835	1.143451	0.5942748	1.2671	-0.0362214	0.7713528	1.183534	0.4442307	0.468314	0.1092508	0.6621199	-0.4594522	0.6185611	-0.1048422	1.026067	0.03737635	0.903995	-0.2259088	0.7146679	-0.4261688	0.8195085	0.2197016	1.039105	1.263434	1.168125	0.9921004	1.458695	3.811144	3.629461	4.436736	3.547104	4.543484	3.804802	3.972293	3.904761	4.518991	2.274266	3.959107	4.272621	3.347497	3.294501	3.130745	3.55402	2.428294	3.354845	2.796883	3.899955	3.31618	3.913869	2.761279	3.809943	2.712844	3.959963	3.36042	4.144292	4.468082	4.19629	4.05109	4.485098	0.0943335	0.405666	0.405666	0.0943335	0.636296	1.778816
12750	-32504.07	-32471.12	-32.94897	1.021513	0.7794681	0.8027031	0.8077521	0.801008	0.5619067	0.5302097	0.5608286	0.5680876	0.7551312	0.5988892	0.6010472	0.6854496	0.5399258	0.5521548	0.5756102	0.5938647	0.6603027	0.6516763	0.6588118	0.7777778	0.76974	0.5714417	0.5687717	0.7555108	0.7895788	0.7901213	0.7818326	0.7128263	0.6999843	0.7380694	0.7341784	0.7436439	0.7472444	0.7130547	0.7093212	0.8012192	0.7144382	0.7886218	0.7357749	0.7112153	0.7248708	0.7639853	0.6009178	0.7396588	0.7942595	0.6140184	0.6350309	0.5812209	0.5740663	0.5248539	0.5631112	0.6159289	0.7170558	0.6036582	0.6358464	0.5597283	0.7063972	0.5616272	0.6475519	0.6544314	0.7368412	0.7563704	0.7322453	0.7753353	0.08666878	0.4133312	0.4133312	0.08666878	9.399725	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6348009	0.6273338	0.7913086	0.6177467	0.8111297	0.7327467	0.7388031	0.6836276	0.766114	0.4843744	0.7174611	0.7618566	0.6123315	0.6157053	0.5080853	0.6543565	0.4172616	0.6324462	0.4937762	0.7380816	0.5112865	0.69603	0.4261032	0.6933534	0.4038134	0.7194411	0.5756628	0.7331999	0.7722582	0.7404826	0.7240081	0.8266624	0.5528686	0.5207957	1.332831	0.4799948	1.457368	1.008603	1.039757	0.7704933	1.186497	-0.06252258	0.9319023	1.162885	0.4571233	0.4713588	0.03234418	0.6382443	-0.3340251	0.5427254	-0.02489637	1.036021	0.04515359	0.8284637	-0.2977679	0.815844	-0.3896009	0.9416907	0.3049937	1.010919	1.221106	1.048478	0.9644312	1.562156	3.7331	3.387548	4.271602	3.6072	4.363462	3.93691	4.057179	3.684002	4.258212	2.508253	3.693951	4.25256	3.180536	3.190122	3.163985	3.528699	2.51897	3.48362	3.045631	3.923667	3.382399	3.804443	2.722099	3.821978	2.777567	3.78159	3.346207	4.098168	4.255181	4.19496	3.916372	4.409132	0.0866688	0.413331	0.413331	0.0866688	0.653695	1.787172
12760	-32501.88	-32477.23	-24.64862	1.021513	0.7755125	0.8140406	0.8190896	0.7977658	0.55646	0.524763	0.5544959	0.5617549	0.7736526	0.6080296	0.6101876	0.694236	0.5409113	0.5531403	0.578275	0.5965295	0.6513121	0.6649674	0.6721029	0.7750805	0.779312	0.5771318	0.5744618	0.7565429	0.791409	0.7919515	0.7780255	0.7072848	0.6944428	0.7416526	0.7377616	0.7357957	0.7393962	0.7037379	0.7114359	0.8042282	0.7133743	0.7931991	0.733798	0.7084404	0.7260025	0.7775935	0.6161797	0.7627394	0.8072548	0.6183189	0.6186131	0.5764585	0.5679955	0.5346257	0.573254	0.614588	0.7202193	0.6186593	0.6320068	0.571917	0.7359034	0.5671653	0.6488363	0.6414889	0.7256556	0.7597644	0.7203463	0.7708664	0.08718211	0.4128179	0.4128179	0.08718211	9.399725	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6191044	0.6345002	0.7883715	0.6066637	0.8200849	0.7364071	0.7311889	0.6856918	0.7663133	0.4957545	0.736605	0.7888738	0.6389137	0.5977242	0.513415	0.639502	0.4192325	0.650019	0.496489	0.732687	0.5295672	0.7077515	0.4134378	0.7303961	0.39292	0.7414106	0.5562621	0.7267157	0.7949333	0.7245955	0.7160971	0.8256358	0.4857485	0.551572	1.315137	0.4333095	1.516923	1.027377	1.000663	0.7800542	1.18761	-0.01698236	1.028397	1.31815	0.5706524	0.3959914	0.05367276	0.5732034	-0.3259248	0.6191225	-0.01404438	1.008298	0.1184068	0.8844888	-0.3497714	0.9966334	-0.4350546	1.053313	0.2260054	0.9780225	1.354923	0.9673728	0.9251833	1.555007	3.269841	3.387548	4.138509	3.384113	4.363462	3.921056	3.812	3.684002	4.065664	2.522359	3.889696	4.2744	3.402066	3.332741	2.919962	3.439355	2.273276	3.193513	2.912676	3.916699	3.37773	3.891067	2.455681	3.765067	2.640255	3.956962	3.205095	3.852094	4.229731	3.849622	3.916372	4.498401	0.0871821	0.412818	0.412818	0.0871821	0.4873839	2.038442
12770	-32499.8	-32473.82	-25.98193	1.024583	0.7706491	0.8028971	0.8079461	0.7995555	0.5493248	0.5176278	0.5563125	0.5635715	0.772723	0.614575	0.616733	0.6821479	0.5499774	0.5622064	0.5893858	0.6076403	0.6608013	0.6547618	0.6618973	0.7627301	0.7702899	0.5659797	0.5633097	0.7573326	0.7880294	0.7885719	0.7871142	0.7035621	0.6907201	0.742547	0.738656	0.7397142	0.7433147	0.7019578	0.7066317	0.8002042	0.7113261	0.7891854	0.7395071	0.7183188	0.721104	0.7684456	0.5960055	0.7502576	0.8043474	0.6176026	0.6357909	0.595258	0.589172	0.5316038	0.5746537	0.6157255	0.6958902	0.6132261	0.6328728	0.572804	0.7370131	0.5620694	0.6637203	0.6561232	0.7239246	0.7451002	0.7119622	0.7665552	0.08662982	0.4133702	0.4133702	0.08662982	9.399725	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6269414	0.6362891	0.7769742	0.5992181	0.8234341	0.7296478	0.7493664	0.6872712	0.7549367	0.4734504	0.7185607	0.7819545	0.6185026	0.6167026	0.5356367	0.6548792	0.4373649	0.6258428	0.5234647	0.7079863	0.5426581	0.6837942	0.4170709	0.728537	0.3786495	0.7454892	0.5819514	0.730295	0.7726461	0.7175542	0.7063701	0.8267404	0.5191176	0.5592936	1.24812	0.4022083	1.53979	0.9928363	1.095236	0.7873925	1.125118	-0.1062986	0.9373335	1.277093	0.4831973	0.4755758	0.1427889	0.6405565	-0.2518636	0.514423	0.09392794	0.8856239	0.1710481	0.7712637	-0.3348093	0.9872127	-0.4952842	1.074697	0.3307891	0.9961196	1.223313	0.9323619	0.8778193	1.562699	3.339195	3.553994	4.053426	3.240583	4.325133	4.003609	4.093964	3.754971	3.962266	2.200184	3.997202	4.239569	3.217613	3.328281	3.160931	3.424805	2.610753	3.472991	3.051978	3.655277	3.542345	3.590128	2.404162	3.862905	2.771327	3.874736	3.205095	3.918236	4.202569	3.861548	3.852197	4.472269	0.0866298	0.41337	0.41337	0.0866298	0.505012	1.81798
