Iteration	Posterior	Likelihood	Prior	beta	branchGC[1]	branchGC[2]	branchGC[3]	branchGC[4]	branchGC[5]	branchGC[6]	branchGC[7]	branchGC[8]	branchGC[9]	branchGC[10]	branchGC[11]	branchGC[12]	branchGC[13]	branchGC[14]	branchGC[15]	branchGC[16]	branchGC[17]	branchGC[18]	branchGC[19]	branchGC[20]	branchGC[21]	branchGC[22]	branchGC[23]	branchGC[24]	branchGC[25]	branchGC[26]	branchGC[27]	branchGC[28]	branchGC[29]	branchGC[30]	branchGC[31]	branchGC[32]	branchGC[33]	branchGC[34]	branchGC[35]	branchGC[36]	branchGC[37]	branchGC[38]	branchGC[39]	branchGC[40]	branchGC[41]	branchGC[42]	branchGC[43]	branchGC[44]	branchGC[45]	branchGC[46]	branchGC[47]	branchGC[48]	branchGC[49]	branchGC[50]	branchGC[51]	branchGC[52]	branchGC[53]	branchGC[54]	branchGC[55]	branchGC[56]	branchGC[57]	branchGC[58]	branchGC[59]	branchGC[60]	branchGC[61]	branchGC[62]	branchGC[63]	branchGC[64]	freqA	freqC	freqG	freqT	kappa	nodeGC[1]	nodeGC[2]	nodeGC[3]	nodeGC[4]	nodeGC[5]	nodeGC[6]	nodeGC[7]	nodeGC[8]	nodeGC[9]	nodeGC[10]	nodeGC[11]	nodeGC[12]	nodeGC[13]	nodeGC[14]	nodeGC[15]	nodeGC[16]	nodeGC[17]	nodeGC[18]	nodeGC[19]	nodeGC[20]	nodeGC[21]	nodeGC[22]	nodeGC[23]	nodeGC[24]	nodeGC[25]	nodeGC[26]	nodeGC[27]	nodeGC[28]	nodeGC[29]	nodeGC[30]	nodeGC[31]	nodeGC[32]	nodeGC[33]	nodeGC[34]	nodeGC[35]	nodeGC[36]	nodeGC[37]	nodeGC[38]	nodeGC[39]	nodeGC[40]	nodeGC[41]	nodeGC[42]	nodeGC[43]	nodeGC[44]	nodeGC[45]	nodeGC[46]	nodeGC[47]	nodeGC[48]	nodeGC[49]	nodeGC[50]	nodeGC[51]	nodeGC[52]	nodeGC[53]	nodeGC[54]	nodeGC[55]	nodeGC[56]	nodeGC[57]	nodeGC[58]	nodeGC[59]	nodeGC[60]	nodeGC[61]	nodeGC[62]	nodeGC[63]	nodeGC[64]	nodeGC[65]	nodeLogitGC[34]	nodeLogitGC[35]	nodeLogitGC[36]	nodeLogitGC[37]	nodeLogitGC[38]	nodeLogitGC[39]	nodeLogitGC[40]	nodeLogitGC[41]	nodeLogitGC[42]	nodeLogitGC[43]	nodeLogitGC[44]	nodeLogitGC[45]	nodeLogitGC[46]	nodeLogitGC[47]	nodeLogitGC[48]	nodeLogitGC[49]	nodeLogitGC[50]	nodeLogitGC[51]	nodeLogitGC[52]	nodeLogitGC[53]	nodeLogitGC[54]	nodeLogitGC[55]	nodeLogitGC[56]	nodeLogitGC[57]	nodeLogitGC[58]	nodeLogitGC[59]	nodeLogitGC[60]	nodeLogitGC[61]	nodeLogitGC[62]	nodeLogitGC[63]	nodeLogitGC[64]	nodeLogitGC[65]	nodelogT[34]	nodelogT[35]	nodelogT[36]	nodelogT[37]	nodelogT[38]	nodelogT[39]	nodelogT[40]	nodelogT[41]	nodelogT[42]	nodelogT[43]	nodelogT[44]	nodelogT[45]	nodelogT[46]	nodelogT[47]	nodelogT[48]	nodelogT[49]	nodelogT[50]	nodelogT[51]	nodelogT[52]	nodelogT[53]	nodelogT[54]	nodelogT[55]	nodelogT[56]	nodelogT[57]	nodelogT[58]	nodelogT[59]	nodelogT[60]	nodelogT[61]	nodelogT[62]	nodelogT[63]	nodelogT[64]	nodelogT[65]	rootFreq[1]	rootFreq[2]	rootFreq[3]	rootFreq[4]	sigma_GC	sigma_T
84880	-32501.02	-32479.43	-21.59429	0.8054416	0.8019452	0.7760515	0.7811005	0.7952409	0.582484	0.550787	0.5469049	0.5541639	0.7546796	0.6163739	0.6185319	0.6804945	0.5929133	0.6051423	0.593367	0.6116215	0.7085387	0.660439	0.6675745	0.7463739	0.7474499	0.5960576	0.5933876	0.7437179	0.8116303	0.8121728	0.7906591	0.7058949	0.6930529	0.7428036	0.7389126	0.7725795	0.77618	0.7287185	0.7007836	0.764633	0.6841924	0.7897675	0.7666529	0.708249	0.737538	0.8331244	0.6032435	0.7620477	0.8299246	0.6710171	0.6533313	0.5690421	0.5496303	0.5728863	0.5636556	0.5900246	0.679299	0.61479	0.6605773	0.545353	0.6827481	0.559007	0.6554381	0.6797481	0.7479488	0.7465934	0.7715971	0.7887984	0.09568277	0.4043172	0.4043172	0.09568277	9.636113	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6926719	0.6368022	0.7647651	0.6038839	0.7645009	0.7768496	0.7564563	0.6600418	0.8150341	0.5336062	0.6728808	0.8512147	0.6298569	0.7121773	0.5435989	0.5944853	0.5232366	0.622536	0.5047753	0.6752739	0.5462559	0.6833242	0.3982557	0.6924503	0.444968	0.6730459	0.6378304	0.7216657	0.718955	0.7742318	0.7689624	0.8086345	0.8126406	0.5615116	1.178984	0.4216745	1.177516	1.247401	1.133348	0.6634806	1.483059	0.1346278	0.7212434	1.74416	0.5316031	0.9059825	0.1748398	0.382539	0.0930133	0.5003263	0.01910167	0.7321361	0.1855541	0.7690907	-0.4127383	0.8115996	-0.2210233	0.7219936	0.5659598	0.9527393	0.9392842	1.232362	1.202462	1.441162	3.252426	3.048617	3.837445	3.387893	3.97337	3.944423	3.789194	3.240837	4.325449	2.33168	3.579896	4.704924	3.261847	3.717948	3.1671	3.131796	2.472014	3.171061	2.649735	3.614383	3.072776	3.699973	2.179645	3.602997	2.991893	3.580129	3.416316	3.79161	3.608565	4.158884	4.132488	4.382516	0.0956828	0.404317	0.404317	0.0956828	0.3948561	2.491196
84890	-32492.57	-32475.67	-16.9	0.9086827	0.8024905	0.7891512	0.7942002	0.7915242	0.5768017	0.5451047	0.5591503	0.5664093	0.7587693	0.6215138	0.6236718	0.6797207	0.5866042	0.5988332	0.5815967	0.5998512	0.7061292	0.6529142	0.6600497	0.7481223	0.7456063	0.5893216	0.5866516	0.7399523	0.8051995	0.805742	0.7808539	0.7019803	0.6891383	0.7391749	0.7352839	0.7629891	0.7665896	0.7107444	0.6887712	0.7606027	0.6846312	0.8045796	0.7504168	0.6946782	0.7442311	0.835215	0.5946639	0.751836	0.8218987	0.6610829	0.6438338	0.5501839	0.5491995	0.5658035	0.5695391	0.5984302	0.6751052	0.6139878	0.6626642	0.5616882	0.7003081	0.5667949	0.6769375	0.6840604	0.7495931	0.7650542	0.7775035	0.789686	0.09534052	0.4046595	0.4046595	0.09534052	9.636113	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6734912	0.6295448	0.7479976	0.5960547	0.7732078	0.7639879	0.7368458	0.6525107	0.8359515	0.5201342	0.6691936	0.8344784	0.6148074	0.7073584	0.5200585	0.5803093	0.5106185	0.6209885	0.5180897	0.6787706	0.5565357	0.6714399	0.4227466	0.7006297	0.4336033	0.6999865	0.6538885	0.7142324	0.7451545	0.7849539	0.7700531	0.809319	0.7240181	0.5302643	1.087961	0.3890529	1.226514	1.174669	1.029638	0.6300936	1.628408	0.08058043	0.70454	1.617705	0.4675657	0.8825888	0.08027696	0.3240431	0.04248033	0.4937459	0.07239056	0.7481275	0.2271139	0.7147046	-0.3115082	0.8502981	-0.2671646	0.8472338	0.6361758	0.9160293	1.072934	1.294772	1.208611	1.445591	3.621966	3.260416	3.809613	2.996465	3.862056	3.943331	3.957617	3.429952	4.381132	2.244374	3.328511	4.371324	3.01223	3.533917	2.960525	3.104657	2.472014	3.158276	2.787054	3.48066	3.333486	3.539158	2.348859	3.609621	2.661064	3.762746	3.468711	3.612613	3.942561	4.134817	3.960453	4.201157	0.0953405	0.404659	0.404659	0.0953405	0.3977674	1.931756
84900	-32488.68	-32474.76	-13.91981	0.9020467	0.7964069	0.7927023	0.7977513	0.788963	0.578604	0.546907	0.5811212	0.5883802	0.7534659	0.6238918	0.6260498	0.6779186	0.5997338	0.6119628	0.5762347	0.5944892	0.7030078	0.6473255	0.654461	0.7468805	0.7569267	0.5911198	0.5884498	0.7384618	0.8018349	0.8023774	0.7734419	0.7082842	0.6954422	0.74111	0.737219	0.7627292	0.7663297	0.7098912	0.690113	0.7589415	0.6898672	0.805132	0.7396403	0.6857758	0.7443608	0.8347657	0.6077826	0.7610869	0.8190379	0.6523728	0.6308315	0.5349409	0.550862	0.5771308	0.5792803	0.6087318	0.6764737	0.618976	0.6591615	0.5783556	0.6881576	0.5617502	0.6639775	0.6753863	0.7435417	0.765115	0.7679296	0.7828112	0.09613175	0.4038683	0.4038683	0.09613175	9.295507	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6729714	0.633415	0.746811	0.6086623	0.771072	0.7572587	0.7220219	0.6495297	0.839192	0.5237306	0.6918345	0.8303394	0.60363	0.7011156	0.5093345	0.5605474	0.5368776	0.6173841	0.5411766	0.6762871	0.5612916	0.6766603	0.4666885	0.6900227	0.437208	0.6862925	0.6416626	0.7091099	0.7522566	0.7779734	0.7578859	0.8077365	0.7216551	0.5468956	1.081676	0.4416929	1.214374	1.137709	0.954513	0.6169725	1.652228	0.09499386	0.8087097	1.588034	0.4206134	0.8526159	0.03734227	0.2433839	0.1477786	0.4784598	0.1650802	0.7367606	0.2464056	0.7384661	-0.1334438	0.8002256	-0.252501	0.7828427	0.5825877	0.8910652	1.110684	1.253895	1.141124	1.435369	3.385707	3.087041	3.76008	3.060535	3.920367	3.843162	3.76475	3.445659	4.381132	2.306053	3.462462	4.26547	3.130276	3.614427	2.823749	3.132704	2.691568	3.38553	2.969046	3.614793	3.595443	3.539158	2.548156	3.702649	2.653858	3.762746	3.413023	3.612613	3.963294	4.01272	3.92534	4.198977	0.0961317	0.403868	0.403868	0.0961317	0.3474024	1.829194
84910	-32502.23	-32478.78	-23.45476	0.9020467	0.7907212	0.7889307	0.7939797	0.7895897	0.5914951	0.5597981	0.5802764	0.5875354	0.7590543	0.6241958	0.6263538	0.6733609	0.5884475	0.6006765	0.5770633	0.5953178	0.6962235	0.63693	0.6440655	0.7581619	0.75776	0.5908294	0.5881594	0.7284829	0.8145292	0.8150717	0.7561462	0.701714	0.688872	0.7554671	0.7515761	0.7680644	0.7716649	0.7182927	0.7075363	0.7716598	0.692949	0.8203122	0.7350388	0.6585011	0.7399101	0.8341248	0.6083254	0.7557511	0.8114777	0.635193	0.6208078	0.5325301	0.5499424	0.5612869	0.5770425	0.6223331	0.695872	0.6273968	0.6734264	0.5830992	0.6944661	0.5753614	0.6708457	0.682161	0.7385274	0.7557025	0.7566029	0.7757343	0.09752286	0.4024771	0.4024771	0.09752286	9.295507	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6836419	0.6621292	0.7529434	0.595522	0.7903761	0.7826473	0.6874303	0.6295719	0.8502483	0.5231498	0.6935009	0.8180012	0.5828389	0.687547	0.5109916	0.5540686	0.5143049	0.6082688	0.5458162	0.6988499	0.5618996	0.6928941	0.4649989	0.7011996	0.4629902	0.6877326	0.6539587	0.7103633	0.7447135	0.7666915	0.7465144	0.8049543	0.7705594	0.6727972	1.114373	0.3868409	1.327194	1.281161	0.7881331	0.5303807	1.73655	0.09266541	0.8165379	1.502864	0.3344385	0.7886762	0.04397359	0.2171232	0.05723528	0.4400409	0.1837805	0.8418271	0.248875	0.8136845	-0.1402339	0.8530168	-0.1483103	0.78954	0.6364863	0.8971492	1.070613	1.189723	1.080108	1.417551	3.385707	3.441964	3.76008	3.341275	3.894434	4.015256	3.56401	3.063549	4.329669	2.244054	3.425264	4.127223	2.983294	3.674233	2.88852	3.089941	2.773799	3.38553	3.015839	3.775154	3.239714	3.850793	2.548156	3.68452	3.090436	3.648113	3.426893	3.811158	3.901765	3.99463	3.868631	4.227924	0.0975229	0.402477	0.402477	0.0975229	0.4030255	1.829194
84920	-32490.77	-32475	-15.77224	0.9724468	0.798304	0.7864233	0.7914723	0.7973054	0.5824523	0.5507553	0.5715348	0.5787938	0.7561115	0.6152143	0.6173723	0.6642517	0.5680762	0.5803052	0.5808831	0.5991376	0.694221	0.6351937	0.6423292	0.7685342	0.7491234	0.5892556	0.5865856	0.7367219	0.8072854	0.8078279	0.7543304	0.7114096	0.6985676	0.7476917	0.7438007	0.7494629	0.7530634	0.7071218	0.7071916	0.7829426	0.7064968	0.8228156	0.7259793	0.6649243	0.7468003	0.826812	0.5981149	0.7411504	0.8160806	0.6314543	0.6231951	0.5407397	0.5419899	0.5318065	0.5555911	0.620363	0.7181485	0.6303196	0.6866334	0.5714147	0.6820314	0.5568268	0.6626566	0.6911795	0.7473598	0.7543116	0.7653023	0.793884	0.08695594	0.4130441	0.4130441	0.08695594	8.996734	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6464387	0.6465784	0.7678048	0.6149132	0.7980804	0.7681598	0.6837987	0.6460498	0.8475509	0.5200022	0.6762277	0.8060731	0.5793665	0.6835421	0.5186313	0.5628481	0.4735624	0.5900505	0.5211317	0.7195943	0.5439365	0.7167026	0.4475155	0.6953139	0.4449045	0.668749	0.6565643	0.7257948	0.7396986	0.7689247	0.7616799	0.8260881	0.6034215	0.6040329	1.195957	0.4680124	1.37434	1.197949	0.7712848	0.6017202	1.71552	0.08005136	0.7364895	1.424693	0.3201733	0.770098	0.07455952	0.252729	-0.1058489	0.3641741	0.08457713	0.9424503	0.1762005	0.9281638	-0.210714	0.8250814	-0.2212803	0.7025322	0.6480205	0.9733907	1.044402	1.202249	1.161912	1.558153	3.065268	3.188106	3.76008	3.305518	3.95918	4.014706	3.304822	3.261216	4.294657	2.429981	3.505249	4.143329	2.952435	3.422542	3.112524	3.210146	2.596678	3.334757	3.041987	3.850791	3.441444	3.832235	2.663188	3.884421	2.992518	3.646951	3.516323	3.778539	3.87489	3.955027	3.841071	4.182909	0.0869559	0.413044	0.413044	0.0869559	0.4078027	1.760341
84930	-32493.97	-32476.8	-17.16888	0.9724468	0.7978905	0.7905856	0.7956346	0.795602	0.5811336	0.5494366	0.5631082	0.5703672	0.768437	0.6194339	0.6215919	0.6523909	0.562006	0.574235	0.5909659	0.6092204	0.6852555	0.6436275	0.650763	0.7654496	0.756429	0.5874864	0.5848164	0.7362635	0.8119567	0.8124992	0.7548797	0.6961587	0.6833167	0.7593198	0.7554288	0.736901	0.7405015	0.6967622	0.721022	0.7909416	0.6970426	0.8256792	0.7311999	0.6650152	0.7434087	0.8215902	0.6036514	0.7461674	0.8108951	0.6309224	0.6145001	0.5510931	0.5422231	0.5138754	0.5436928	0.617241	0.7040482	0.6235235	0.6703805	0.5753137	0.6961313	0.5572823	0.6591936	0.6842388	0.7423919	0.7552095	0.7616244	0.7905737	0.08985284	0.4101472	0.4101472	0.08985284	9.376523	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.621315	0.6698346	0.7722094	0.5844114	0.8096739	0.7775025	0.6848974	0.6451329	0.8416845	0.5164638	0.6908389	0.8014959	0.596234	0.6656109	0.5387968	0.5633894	0.461422	0.5663288	0.5210569	0.7134252	0.5523758	0.6946713	0.4306624	0.7199651	0.4422671	0.6722974	0.6460897	0.722388	0.7480231	0.7623959	0.760853	0.8202943	0.4951333	0.7074371	1.220829	0.3409094	1.447893	1.251171	0.7763708	0.5977131	1.670815	0.06587887	0.8040444	1.39567	0.3897975	0.6884002	0.1554999	0.2549291	-0.1546195	0.266888	0.08427734	0.9120779	0.2102744	0.8220499	-0.2791492	0.9442884	-0.2319662	0.7185945	0.6018949	0.9563378	1.088096	1.16586	1.157362	1.518343	3.134541	3.289897	3.814286	3.068105	4.044855	4.011711	3.528327	3.261216	4.271108	2.377573	3.689532	4.074296	3.069608	3.444815	2.951764	3.281233	2.677356	3.269819	3.170417	3.884422	3.341648	3.812654	2.601649	3.774092	2.955105	3.627542	3.516323	3.701021	4.074377	3.955027	3.841071	4.246469	0.0898528	0.410147	0.410147	0.0898528	0.4533766	1.786723
84940	-32491.8	-32474.22	-17.57376	1.046859	0.7969158	0.78741	0.792459	0.7925051	0.5695603	0.5378633	0.562484	0.569743	0.7604614	0.611429	0.613587	0.6443839	0.5753069	0.5875359	0.5812522	0.5995067	0.6756359	0.6338194	0.6409549	0.7652754	0.7544407	0.5854212	0.5827512	0.7487505	0.8084414	0.8089839	0.764017	0.6962117	0.6833697	0.7480803	0.7441893	0.7547091	0.7583096	0.7194648	0.714677	0.8018602	0.7031198	0.8322448	0.7368219	0.6866395	0.7564373	0.8015476	0.599598	0.7235951	0.7978601	0.6114949	0.6177673	0.554266	0.5627556	0.5191693	0.5433317	0.6247127	0.7054332	0.6170778	0.6662722	0.5667139	0.7026784	0.5602318	0.6680489	0.6754745	0.7383135	0.7510524	0.7596682	0.7971481	0.08230375	0.4176963	0.4176963	0.08230375	9.376523	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6569312	0.6473555	0.7819985	0.5845175	0.821722	0.7704719	0.7031719	0.670107	0.8427676	0.5123335	0.6868625	0.7603277	0.5766179	0.6463719	0.5193694	0.5891627	0.4880237	0.5503149	0.5363485	0.7130769	0.5363661	0.6977895	0.429414	0.7040137	0.4191205	0.7013431	0.6347548	0.7161943	0.7416719	0.7604328	0.7589036	0.8353925	0.6496482	0.6074352	1.277351	0.3413462	1.528058	1.210978	0.8624483	0.7086692	1.678967	0.04934394	0.7854917	1.154477	0.3089046	0.6031291	0.07751629	0.360505	-0.0479142	0.201943	0.1456511	0.9103748	0.1457217	0.8367938	-0.2842425	0.8664847	-0.3263847	0.8537017	0.5526699	0.9256614	1.054677	1.155054	1.146678	1.624338	3.325833	3.49149	3.956865	3.177931	4.081911	3.941474	3.467242	3.488806	4.316715	2.399414	3.646544	3.820954	3.257427	3.422495	2.951764	3.24187	2.533838	2.933757	3.075552	3.770694	3.474415	3.812654	2.614001	3.729702	2.939717	3.876807	3.520277	3.761115	3.974621	3.937475	3.841071	4.26325	0.0823037	0.417696	0.417696	0.0823037	0.3997274	1.754208
84950	-32499.37	-32475.39	-23.97291	1.046859	0.7896104	0.7889759	0.7940249	0.7920972	0.574418	0.542721	0.5519855	0.5592445	0.7611659	0.6037507	0.6059087	0.6559298	0.5777409	0.5899699	0.5864166	0.6046711	0.6676114	0.6366032	0.6437387	0.7710415	0.7465213	0.5786977	0.5760277	0.7602534	0.8167142	0.8172567	0.7772142	0.6879281	0.6750861	0.7396496	0.7357586	0.751695	0.7552955	0.7062175	0.696013	0.7915687	0.6947779	0.8248988	0.7582919	0.7113396	0.7606524	0.7977074	0.584955	0.7191231	0.8054346	0.6062541	0.6219883	0.5716761	0.5761741	0.5331493	0.5560505	0.6316516	0.6997374	0.5979377	0.6547417	0.5569199	0.7032473	0.5649539	0.6678447	0.6749979	0.7403715	0.7550842	0.7548287	0.7939696	0.07817679	0.4218232	0.4218232	0.07817679	9.597292	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.650903	0.6304941	0.7615319	0.5679502	0.8216055	0.7870173	0.7295664	0.6931128	0.8281921	0.4988865	0.6710235	0.7672228	0.5821855	0.6303227	0.5296982	0.6136539	0.4928918	0.5734067	0.5386943	0.724609	0.5210095	0.6748658	0.4084171	0.7054228	0.4288359	0.7010718	0.6346176	0.7153783	0.7448038	0.7653647	0.7442928	0.8436464	0.623011	0.5343372	1.161097	0.2734928	1.527263	1.307039	0.9924238	0.8147126	1.572868	-0.00445401	0.712818	1.192695	0.3317515	0.5336016	0.1189328	0.4626976	-0.02843463	0.2957641	0.1550874	0.9674402	0.08408748	0.730276	-0.3705131	0.8732563	-0.2866022	0.8524071	0.552078	0.9216507	1.071088	1.18232	1.068401	1.685613	3.315078	3.492846	3.838782	3.177931	4.192748	4.190923	3.781055	3.763185	4.241044	2.15474	3.461472	3.966978	3.226059	3.422495	2.925865	3.155157	2.856115	3.117383	2.849745	3.723475	3.346105	3.633574	2.689209	4.074773	2.939717	3.779873	3.41781	3.642178	4.121126	3.933009	3.905151	4.471816	0.0781768	0.421823	0.421823	0.0781768	0.6005174	1.679169
84960	-32494.33	-32470.41	-23.92094	1.046859	0.7814508	0.7883818	0.7934308	0.7967749	0.5809156	0.5492186	0.5900275	0.5972865	0.7763116	0.6067235	0.6088815	0.6768209	0.5819685	0.5941975	0.5863465	0.604601	0.6860533	0.6220221	0.6291576	0.7686893	0.7493244	0.5924365	0.5897665	0.7494137	0.8130599	0.8136024	0.7845588	0.6917974	0.6789554	0.7263837	0.7224927	0.744276	0.7478765	0.6871283	0.671077	0.7849742	0.7037227	0.8301401	0.7619822	0.7078445	0.7499784	0.8004069	0.6014969	0.7244601	0.8023342	0.6101149	0.6367514	0.5679271	0.5709591	0.5582679	0.5754054	0.6277633	0.6953811	0.5989063	0.6416134	0.6101075	0.707709	0.5607675	0.6460366	0.6685515	0.7436157	0.7530567	0.7452357	0.7801759	0.08381095	0.4161891	0.4161891	0.08381095	9.597292	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6360649	0.6039623	0.7381917	0.5756887	0.8317567	0.7797089	0.7442556	0.6714334	0.8285234	0.526364	0.6766298	0.7722904	0.5530232	0.6672066	0.5295579	0.6062962	0.501347	0.6151888	0.535622	0.7199045	0.5269549	0.6708577	0.4845009	0.7357141	0.4418311	0.6797039	0.6123692	0.7247337	0.7436156	0.7624977	0.7279736	0.8323781	0.5583252	0.4220024	1.036591	0.3050997	1.598129	1.263971	1.068206	0.7146753	1.575198	0.1055537	0.7383264	1.221289	0.2128933	0.6955781	0.1183697	0.4317698	0.005387882	0.4691764	0.1427298	0.9439882	0.1079243	0.7120667	-0.06201609	1.02381	-0.2337338	0.7524114	0.4572821	0.9680653	1.064846	1.166422	0.9843657	1.602576	3.532368	3.345314	3.870667	3.439624	4.506038	4.068199	3.934626	3.664187	4.485062	2.573099	3.735342	4.165461	3.109285	3.519741	2.820571	3.125565	2.663828	3.322582	3.07074	3.777508	3.42606	3.613665	2.640658	3.95697	3.043663	3.615677	3.336248	3.848455	4.047576	4.018565	4.029983	4.638113	0.0838109	0.416189	0.416189	0.0838109	0.4586016	1.83012
84970	-32496.4	-32471.34	-25.06489	0.9591655	0.7889138	0.7873912	0.7924402	0.8001548	0.5744869	0.5427899	0.5873082	0.5945672	0.7709674	0.6027524	0.6049104	0.6694369	0.5881552	0.6003842	0.5840086	0.6022631	0.6765515	0.6354399	0.6425754	0.7790289	0.7467964	0.6002827	0.5976127	0.7358215	0.8090371	0.8095796	0.784945	0.70263	0.689788	0.7399741	0.7360831	0.7437532	0.7473537	0.6721608	0.6702226	0.7659189	0.7099448	0.8215425	0.7583455	0.6946384	0.7323991	0.8035347	0.6068151	0.729047	0.802873	0.614031	0.63265	0.5709896	0.5715251	0.5570706	0.5631869	0.6332685	0.7044917	0.5937062	0.6293549	0.6020442	0.7024059	0.5543798	0.6350481	0.6609019	0.7463696	0.7514401	0.7520727	0.7810628	0.09038701	0.409613	0.409613	0.09038701	9.647652	0.834928	0.833148	0.843246	0.868816	0.72	0.656606	0.695554	0.710072	0.816909	0.686492	0.690808	0.738453	0.66259	0.687048	0.643135	0.679644	0.7049	0.691021	0.705292	0.817474	0.822019	0.658509	0.653169	0.827394	0.846411	0.847496	0.824862	0.807906	0.782222	0.848805	0.841023	0.852487	0.859688	0.6350195	0.6311431	0.7093021	0.5973539	0.8225357	0.7716631	0.745028	0.6442489	0.8205492	0.5420564	0.6715738	0.7865201	0.5798589	0.648203	0.5248822	0.617097	0.5137204	0.6004208	0.5259531	0.7405838	0.5190128	0.6683995	0.4790624	0.7250259	0.4289737	0.6797859	0.5903102	0.7314936	0.7416345	0.7612457	0.7428997	0.819226	0.5538117	0.537124	0.8919967	0.3944518	1.533623	1.217726	1.072268	0.593854	1.520073	0.1686239	0.7153119	1.304075	0.3221941	0.6111497	0.09961107	0.4772447	0.05489555	0.4072187	0.1039058	1.049005	0.07608789	0.7009552	-0.0837993	0.9695304	-0.2860395	0.752788	0.365248	1.002214	1.054481	1.159521	1.061095	1.511112	3.30937	3.417522	3.874594	3.368141	4.506038	3.949505	4.091314	3.763105	4.485062	2.426531	3.547038	4.243571	3.122117	3.538489	2.966079	3.210782	2.760496	3.229508	2.920524	3.814927	3.215669	3.592318	2.658099	3.7919	2.925086	3.470502	3.206532	3.777418	3.846233	4.018565	4.049376	4.528908	0.090387	0.409613	0.409613	0.090387	0.4342422	1.80534
